,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
MT131155.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT131154.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT131153.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT131152.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT131151.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT131150.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130991.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130990.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130989.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130988.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130987.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130986.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130985.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130984.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130983.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130982.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130981.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130980.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130979.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130978.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130977.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130976.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130975.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130974.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT130973.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT126453.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT126452.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT126451.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT126450.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT126449.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MT040054.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MT040053.1,Pseudomonas putida,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MT040052.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MT040051.1,Pseudomonas putida,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MT040050.1,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MT040049.1,Pseudomonas protegens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MT040048.1,Pseudomonas protegens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MT040047.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MT040046.1,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,,,,,,,,,,,,
MT040045.1,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,,,,,,,,,,,,
MT040044.1,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,,,,,,,,,,,,
MT040043.1,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,,,,,,,,,,,,
MT040042.1,Delftia tsuruhatensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,,,,,,,,,,,,
MT040041.1,Delftia tsuruhatensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,,,,,,,,,,,,
MT040040.1,Delftia tsuruhatensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,,,,,,,,,,,,
MT040039.1,Delftia tsuruhatensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,,,,,,,,,,,,
MT040038.1,Delftia tsuruhatensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,,,,,,,,,,,,
MT040037.1,Delftia tsuruhatensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,,,,,,,,,,,,
MN759733.1,Pseudomonas fluorescens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MH618374.1,Candidatus Neowolbachia serbia,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Candidatus Neowolbachia,,,,,,,,,,,,,
NZ_SPKF01000336.1,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
MK569733.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MK569729.1,Aeromonas veronii,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,,,,,,,,,,
MK569728.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MK569709.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG966192.1,Gallaecimonas xiamenensis,Bacteria,Proteobacteria,Gammaproteobacteria,Gallaecimonas,,,,,,,,,,,,,,,
MG860430.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860429.1,Brevundimonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
MG860420.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860387.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860371.1,Janthinobacterium sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,,,,,,,,,,,,,
MG860357.1,Erwinia sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,unclassified Erwinia,,,,,,,,,,,,
MG860355.1,Rhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,,,,,,,,,,,,
MG860352.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860345.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860338.1,Brevundimonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
MG860329.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
MG860311.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG860310.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860299.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG860292.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860291.1,Rhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,,,,,,,,,,,,
MG860290.1,Rhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,,,,,,,,,,,,
MG860289.1,Rhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,,,,,,,,,,,,
MG860285.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG860284.1,Brevundimonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
MG860282.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860280.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG860279.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG860278.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860277.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MG860276.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860275.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860272.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860271.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860267.1,Agrobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,unclassified Agrobacterium,,,,,,,,,,,
MG860266.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860264.1,Brevundimonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
MG860263.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860260.1,Rhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,,,,,,,,,,,,
MG860256.1,Brevundimonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
MG860251.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860250.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860246.1,Noviherbaspirillum sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,unclassified Noviherbaspirillum,,,,,,,,,,,,
MG860245.1,Stenotrophomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,,,,,,,,,,,,
MG860234.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860230.1,Enterobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,
MG860224.1,Enterobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,
MG860220.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860210.1,Novosphingobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unclassified Novosphingobium,,,,,,,,,,,,
MG860208.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860202.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MG860196.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860184.1,Janthinobacterium sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,,,,,,,,,,,,,
MG860182.1,Acidovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,unclassified Acidovorax,,,,,,,,,,,,
MG860181.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860180.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860179.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860178.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860176.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860169.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860163.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MG860145.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MG860142.1,Brevundimonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
MG860139.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MG860137.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MG860125.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860124.1,Tardiphaga sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Tardiphaga,unclassified Tardiphaga,,,,,,,,,,,,
MG860123.1,Erwinia sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,unclassified Erwinia,,,,,,,,,,,,
MG860115.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860114.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860106.1,Stenotrophomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,,,,,,,,,,,,
MG860105.1,Stenotrophomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,,,,,,,,,,,,
MG860104.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860102.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860099.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860098.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860095.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860092.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860089.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860088.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860087.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860084.1,Rosenbergiella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Rosenbergiella,unclassified Rosenbergiella,,,,,,,,,,,,
MG860082.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860080.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860079.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG860075.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860074.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860068.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860067.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG860059.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860058.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860055.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860053.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860052.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860051.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860049.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860048.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860046.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860042.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860041.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860040.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860039.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860038.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860035.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860033.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MG860031.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860030.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860029.1,Novosphingobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unclassified Novosphingobium,,,,,,,,,,,,
MG860026.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860025.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860023.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
